tweet,sentiment,highlight
bayye ktir bottom b3ayit 3le biwate sawto ,Neutral,Bullying
Bdi menaaaa la hayda ali feres :p,Neutral,None
Be7terim 7oriytik eno ma te7terme ra2ye 🤧 Hayda byeje domon 7oriyit el ra2e ,Neutral,None
Bede l golfieee,Neutral,None
Beirut le meshye? Beirut le 3alam 3eyshe 3ade ana le wsolt 3a my work be 20 minutes? ,Neutral,None
Beirut wal3ane w ana neyem #rawa23alekher #rawa23alekher,Neutral,None
Betchile shopping kaslik ? @RitaNakhoul1,Neutral,None
Bonjour. 7ada 7as b lebnen?! ,Neutral,None
boukra el khamis,Neutral,Known fact
brazil rah terbah barke,Neutral,Known fact
bro alle i wanna nuke ur ass bas ma tkir fhemet.... ,Neutral,None
Brother : chou fi chi 8alat Me : wjoudak b hayete ðŸ™„ðŸ¤¦ðŸ½â€â™‚ï¸ ,Neutral,Joke
Bs bde esma3 chou badak t2oul @MrAncelotti,Neutral,None
Bthoto sharet hatta akhuna Gebran Bassil bs yesmaa Hela Hela sar ykafiya la wahdo? #Ù‡ÙŠÙ„Ø§_Ù‡ÙŠÙ„Ø§_Ù‡ÙŠÙ„Ø§_Ù‡ÙŠÙ„Ø§_Ù‡Ùˆ ,Neutral,Joke
Bukra el lunch break b Sassine ,Neutral,None
byekhla2 men el chabah settin,Neutral,Saying
Chou 3ada ma bada ?!,Neutral,None
Chou awal chi 3melti bas tla3te mn academy ,Neutral,None
chou belbos la rouh 3al prom?,Neutral,None
Chou byederso 3arabe 3adatan ?,Neutral,None
Chou El wade3 El ahad? ,Neutral,None
Chou ghalat bl vedio??? ,Neutral,None
Chou ha ya3touwoun l2iraniyeh ka hdiyeh ramziyehhh bel tabedoul ana b2oul sejedeh 3ajamiyeh,Neutral,None
Chou ketib ? la2an 3emele block 🤣 ,Neutral,None
Chou l3amal liom? ,Neutral,None
Chou lawen ha nsefir hal sayfye(?) ,Neutral,None
Chou na2sak? ,Neutral,None
Chou ossit l pirate kings ? ,Neutral,None
chou ossit l taouk w rayya l hassan ,Neutral,None
chou ossit l taouk w rayya l hassan ,Neutral,None
Chou ra2ykoun na3moul lyom trend 3a se3a 8pm time lebanon abeil ma tbalich l interview ta nachit l hashtag ??? #LeaMakhoulOnAlhurra #LeaMakhoulOnAlhurra,Neutral,None
chou sar la2youwa? ,Neutral,None
chou sar la2youwa? ,Neutral,None
chou ya man ,Neutral,None
Chou ya3ne AC? w kif byesta3mlou?,Neutral,Joke
Chu eemlte bara? Njahte? ,Neutral,None
Chu ossit marwan ley ana mch dryene bl khasse Someone explain pls😅 ,Neutral,None
Chu ossit marwan ley ana mch dryene bl khasse Someone explain pls😅 ,Neutral,None
chwayet ryeha 3al khafif @Sawary Resort & Hotel-Batroun https://www.instagram.com/p/BqXQWklB6NV/?utm_source=ig_twitter_share&amp;igshid=1b218xryzz2fi ,Neutral,None
Chy beyt3acho bel camp gher maling w noodles w hommos w smeds ?,Neutral,None
Cuz mshit ktir bakir akid ,Neutral,None
Deyman bas lyom zyede la2an sarlna zamen and we need it ,Neutral,None
Deyman l banet b kun bedon yelebso “chi top mahdoume” 3al sahra bas wala mara mna3ref aya top aw eza hata 3ena wehde mahdoume ,Neutral,None
Does anyone know eza tunnel li b wasel 3al mattar maftouh ?,Neutral,None
Eh fi ktir hek ,Neutral,None
Eh haha ,Neutral,None
Eh probably tlemiz l jem3a l lebnenie ,Neutral,Sectarianism
Eh w heke chu 3amlin,Neutral,None
"el nes li bet oul ""thawra"" mahal ""sawra"" ",Neutral,None
el sahar byeksor el jesem 3a fekra be careful ,Neutral,None
Eno 3a chwei rah oum edros,Neutral,Sarcasm
Enta mech abedne jadd La2 abdik cash (You can kill me) ,Neutral,None
Ente shofi sho 3amel comment ta7et bta3erfe leh kateb hekðŸ˜‚ ,Neutral,None
Eza bteje lal mazbut lshi3a b7a2 ba3ed msh mne7.. 3a rase ya 7ajjj 😁😁 ,Neutral,None
Eza seken b jounieh sar 3endak isharet ser ben l matbakh wel hemmem. Hayda gher l round abouts,Neutral,Joke
Fakhreddine marra men houna #chkif @Kal3it Chkif https://www.instagram.com/p/BuRIJccgnPDvXBTooemc7PPqJGhIaFyFxQiBDk0/?utm_source=ig_twitter_share&amp;igshid=15kmk2mdxy9wt #chkif,Neutral,None
feya bs hek shi helo w feya kter shi besh3 ðŸ¤£ w tanye ma btnsama3 abadan ,Neutral,Bullying
fi deal bel da2✋🏻 ,Neutral,None
Fi ktir tweets btekhod retweet w fi ktir tweets ma btekhod retweet,Neutral,None
Fi soura ahla mn haydik bas ma hetayta twitter kermelkon,Neutral,None
Fi wa7deh aletleh ana hableh Enno chou moumkin ella ?,Neutral,Bullying
Fi wa7deh ghtasaba wa7ad so tchakit 3leh so alla lzabit chou mouwasafeto aletlo -chab helo ktir -hemich -ktir chatir sex Rj3 ghtasaba lzabit ,Neutral,None
Fi wahad men group l friends mae bel saf ken mnazel story eno huwe maa nABiH BErRi laL m0T ana nazalet story maa #ÙƒÙ„Ù† ÙŠØ¹Ù†ÙŠ ÙƒÙ„Ù† . Lyom ma sallam aalaye bel jemaa. The power of thawra ðŸ˜. One word: L A . T I Z E ,Neutral,Sectarianism
fina ndal bel takhet ?,Neutral,None
Fiye nacher ghassil 3a rmouchik,Neutral,Bullying
Fwerigh >>,Neutral,None
"Girls be like: ""Bhebo bs mch mabsouta ma3o la2ano ma 3m hebo metel ma ana bede w houwe ktir mrayahne bs ana mch merteha la2an ma bhebo..""",Neutral,None
Guys hala2 chou 3emel lebanon? T2ahhalna Asian cup?,Neutral,None
ha bentik bel soura? fakarta rejjel ,Neutral,Bullying
Habbet kif zedet parenthesis men 3endak. ,Neutral,None
hada 3ndo PS4?,Neutral,None
Hada byaarif eza eemlo concours l usj medecine ? ,Neutral,None
Hahah tebb mouhemm kif l ta2es?? ,Neutral,None
Hahaha yalla ma tawle ,Neutral,None
Hahaha yemkin ma bayan kel el manta2a bas akid mesh bas tari2 😂 bo2sod hek 3ale w fi talej 🙄 ,Neutral,None
Hahahah shkalon zekrton ktir d3ife they need a reminder. ,Neutral,None
Haj tkhawfo l 3alam bl thawra Haj tkhawfo l 3alam bl thawra Haj tkhawfo l 3alam bl thawra Haj tkhawfo l 3alam bl thawra Haj tkhawfo l 3alam bl thawra Haj tkhawfo l 3alam bl thawra Haj tkhawfo l 3alam bl thawra Haj tkhawfo l 3alam bl thawra 🇱🇧🇱🇧🇱🇧🇱🇧 Merci au revoir ,Neutral,None
Hala2 ekhte saret tefham bel football,Neutral,Bullying
Halla2 el favorite 3a soura be twitter metel el like 3a instagram aw kif? 👀,Neutral,None
Hay l soura bl zabet msh azde 3anna ,Neutral,None
hayda 4 goal la messi,Neutral,Known fact
Hayda aktar match byet2abba3 fy l gazon😝😂,Neutral,Joke
Hayda bi zabto gebran deghre Hayne ostoðŸ˜‚ðŸ˜‚ ,Neutral,Sarcasm
Hayda enfisam hbb don't worry,Neutral,None
Hayda esmo enabling harrassment. La eno howe ka rejjel 3ml hal tasarof sar it is ok la l rjel l tenyeen y2olo hal shi w 3atahon l space yetsarrafo hek ,Neutral,None
Hayda le3eb telet 3am ymout ,Neutral,Sarcasm
Hayda lvideo mnazleto men medde 3al insta 😂😂 ,Neutral,None
Hayda shaher 3111111 laaaaaaaaaaa ,Neutral,Known fact
hayda shu ? ,Neutral,None
Hayda vedio lama alhad sle7o awas w raga3o 3a sayartoo ,Neutral,None
Hayda vedio lama alhad sle7o awas w raga3o 3a sayartoo ,Neutral,None
Hayde l original one mesh 3am behke 3an soura 😄 ,Neutral,None
Hayde Sia leh sawta ktir byechbah Rihanna ? #chandelier #chandelier,Neutral,None
Hdare ma3na safar barlik  ktiir helo  - my parents 10 minutes later ..ana feyte dob oudte . ,Neutral,None
Hek ,Neutral,None
helwe hal soura banet?,Neutral,None
Hll2 bi wa2fouwoun mnl cherke 😂 ,Neutral,None
Hll2 bi wa2fouwoun mnl cherke 😂 ,Neutral,None
Hole mch l 3awniye b mazraaet yachouu. Chou badkon bl hake they're the good guysðŸ˜‚ ,Neutral,Sectarianism
Houwe erslen eza chefne ma mna3rfo badna na3ref ebno ? ,Neutral,None
Houwe mafroud hek bas ente w nezle 3a beirut min el jabal byeje lon el 8youm a2rab la da5ne ðŸ¤£ ,Neutral,None
Hyda li jeyee 3l ejtim3:) @marwan_chemaly ,Neutral,None
Hye hekyetne w a3adet tehke shi nos se3\ w baaden 2al bada tla3bne eza ana alone mshit m3a 😂😂 ,Neutral,None
I am going. ..badkon chi min Beirut? ,Neutral,None
I can only sleep to: yaaaaaa thouwar el ared ,Neutral,None
I wanna watch it bas enno 7asab 3elme ba3ed ma nezel cine ,Neutral,None
I'm tipsy and I'm discussing politics with my mom...eno 3anajad samir geagea bedo yetrachah 3a intibkhabet ra2is l koumhoiriyeh ??,Neutral,Sectarianism
I’ll take pictures tomorrow ma3 eno abadan ma bet hammes bel souwar ,Neutral,None
Idk shi 1 w shwe kenna b hamra akalna b bliss w rje3na aal 09🤪 bas ken fi ktir tear gas ,Neutral,None
Is it okay EZa 3ala2et soura la @EliasBouSaab fo2 ta5te,Neutral,None
Iza la hadit halla fi 36 neyeb msh ha ysherek bel jalse mnousal la bukra btkun nlaghyet ... ,Neutral,None
Jarna ktir mpanas. ,Neutral,None
Jarrabet ,Neutral,None
Jaweeyiz 7aflit Beirut Mberi7: ,Neutral,None
Kel wa7ad ykhaberneh chou lghada ken,Neutral,None
Ken lezem sayef bel Ashrafieh sarahatan ,Neutral,None
kif bade enzal aa beirut kaptin @AUB_Lebanon ,Neutral,None
Kif ta2es beirut ,Neutral,None
Kll ma et2akhar bl nawme bu3a bakir ktir abkar mn l3ade eno mch mfrud ykun bl 3aksðŸ™„ ,Neutral,Joke
Ktir 3ana ize3et terkie,Neutral,None
Ktir 3m tohdare tiktok el hey2a ,Neutral,None
ktir aabele aamel tattoo arzet lebnen elle bl aalam bs bala the white and red ;-; ,Neutral,None
Ktir az3ar ana ;) ,Neutral,None
Ktir class l metzahrin 3l mtv vs 3l new tv ðŸ˜‚ðŸ˜‚ ,Neutral,Sarcasm
ktir fatis ,Neutral,None
Ktir msh shwe,Neutral,None
Ktir na3ass ktir msh shwe,Neutral,None
Ktir Shob ðŸŒžðŸŒž,Neutral,Known fact
L ghada janerik,Neutral,None
L so2al l byotrah nafso houwe: Le esmoun “Tabour khamis”? Chou yaane w min l 4 twabir li abloun? ,Neutral,None
La its ok ya3melak bil na2es mina haleema ,Neutral,None
La ta3lik ahsan ma et3ala2 😄🤣 ,Neutral,None
La2 hek betssir ktir t2ile ðŸ™…ðŸ»â€â™‚ï¸ ,Neutral,None
Lamma el chab bi ghar bthess el mawdou3 cute w helo bas lamma el benet tghar bthes helak 3ala bweb harb 3elamier telte ,Neutral,Joke
Lan shouf hayda hala2,Neutral,None
Last summer kenet awal mara besma3on 😇😇 ,Neutral,None
Layko fi sa23a aw la2?,Neutral,None
lebnen: thawra tweeps: thawra metzahrin: thawra kalb jarte: thawra ldebben l azra2: thawra salwa: leh mahada bado yeshtre ticket banks m&amp;g vip package after party + stripper ,Neutral,Sarcasm
Lei fi chi esmo mrabba l batenjen !?,Neutral,None
Lei fi dentifrice 3ena bel jem3a ? #closeup #closeup,Neutral,None
Lesh sho 3emlitlo wsho 3amella ta mkalfe hal2ad 🤭 ,Neutral,None
Lesh sho 3emlitlo wsho 3amella ta mkalfe hal2ad 🤭 ,Neutral,None
Leych betzkr heik shi bass neser shu heee ,Neutral,None
Lezim a3mil to do list boukra l soboh,Neutral,None
Lezim nekhod chokair 3and cremino ðŸ˜‚ ,Neutral,None
Lh sho aklte ,Neutral,None
Literally lkel,Neutral,None
lta2ess ktir kharej daresðŸ˜˜ ,Neutral,Sarcasm
Lyom akalet a vegan burger b 500 g lahme mafroume 3al ghada,Neutral,None
Lyom rehet akalet khass b classic burger ,Neutral,Sarcasm
Ma fhemna chi men chi chu hayda l chi ??,Neutral,None
Ma hayda ma aad mas'oul 🤷🏼‍♂️ ,Neutral,None
Ma ktor bas eno #pt #pt,Neutral,None
mahekk ,Neutral,None
Mamiiii fi caccaaaa.. Kel marra ekhte bet fout 3al hemem,Neutral,Joke
Man fi 3alam sa2ato souwar l thawra 3al profile w let’s have a date b Riad l Soleh ,Neutral,Joke
Man fi 3alam sa2ato souwar l thawra 3al profile w let’s have a date b Riad l Soleh ,Neutral,None
Manou neyeb ,Neutral,None
Mara ejet el assistant akalet ma3e khalina sekteen😂😂 ,Neutral,None
Masroufik la hl week ,Neutral,None
Mballa bass ne7na mish dating ta netjawaz ne7na 3am netjawaz to start dating ,Neutral,None
Mballa bass ne7na mish dating ta netjawaz ne7na 3am netjawaz to start dating ,Neutral,None
Me: teta 3andik whatsapp Teta: ma sme3et chou elet Me : wlik 3andik whatsapp Teta: la2 ma baddeh 7up Me:...,Neutral,Joke
Meanwhile on FB: *soura 3a shmel l shajra* *soura 3a yamin l shajra* *Soura 3l ared wl shajra faw2e* *Soura ana w 3abta l mghara*,Neutral,None
Mech 3a ases l tor2at ha teftah lyom? ,Neutral,None
Mech heyne tkoun ouwet 🙄😋 ,Neutral,None
Mech ktir shob ,Neutral,None
Meen bayto bi ekher ras beirut ta2riban ? ,Neutral,None
meen nezil sob Beirut min keserwen ,Neutral,None
men 3almo yfut aal hamem men tofolto ,Neutral,None
Men beirut ll day3a w men al day3a ll beirut ,Neutral,None
Mesh hayda elli ken 3ndo an orange-y profile picture w ysof ma3 candyflissa? ,Neutral,None
Min hayda ,Neutral,None
mish ktir #prt #prt,Neutral,None
Mn wen ejo hal followers ,Neutral,None
Mnontor la hadid October ,Neutral,None
Mnshaded 3l LU ktir. ,Neutral,None
Msh kil beirut akid 😋 ,Neutral,None
Msh kil beirut akid 😋 ,Neutral,None
Mshallah? ,Neutral,None
Mtv woslet halla2 3al Ring ,Neutral,None
"Najwa karam's new song: ""Ma geltelik ya yomma Batal Yeji 3alena.."" Chou asda tehdidan?",Neutral,None
Neteyej beirut nezloooo Jnoubbb wen ?? ,Neutral,None
no muhame paula yaacoubian w huwe mukarab men lmojtama3 lmadane ma khaso b ashraf rifi ,Neutral,None
no one: my roommate: yi bas tokhlas hal thawra ha aamel shu shatfe w te3zile lal bet ,Neutral,None
Obama a2wa men Trump ,Neutral,None
Ok khalas le3eb la lyom ,Neutral,None
Oops fi hada ktir 3am bi ghallet,Neutral,Known fact
Ouf shu hayda,Neutral,None
please fill this survey la rfi2te 3m ta3mel these la tkhalles dirasta  w 3ayze ktir nes y3aboua. Merci,Neutral,None
Please khabrouna aam nedros ,Neutral,None
Plus mamnou3 tershi7 kel yali Elon bl 7ekem MN Abel ,Neutral,None
Rou2e rou2e tawle belik. Ma byeswa hal2ad toumou7. ,Neutral,Sarcasm
rouh ya sabe3 ent ,Neutral,Sarcasm
Sa23a,Neutral,Known fact
Sa2alet nafse ktir Hal so2al w b3ed ma l2it jaweb ,Neutral,None
sahh l nom ,Neutral,Courtesy words
Sar badda jardit following .. 3ende ktir jayye,Neutral,None
Sar l wa2et wa2et sayfe bas l ta2es shatwe im confused ,Neutral,None
Sar lezemla nawme...chefnekon,Neutral,None
Scotland bada t3mel vote l khamiss la tenfessil 3an l UK,Neutral,None
Serna tnin ðŸ˜· ,Neutral,None
Sho esmo hayda,Neutral,None
Shob ktir iza shi ,Neutral,None
Shou hayda siflo kellon birou7o 3le ?,Neutral,None
shu fi shi jdid ma hene deymam hek :p ,Neutral,Saying
Shu katabulak ,Neutral,None
shu ltweet ,Neutral,None
Sleep 4 hours fi2e bakkir kamle ,Neutral,None
Sleep 4 hours fi2e bakkir kamle ,Neutral,None
so ma hada tali3 men beirut 3al batroun? ,Neutral,None
Some girls be like : Halla2 eza 5osro Germany hayda El match byerja3o Argentina bye5do El world cup,Neutral,Joke
Sometimes bekoul la darajeh bekoul l borrad kamen and sometimes bdalneh kel l nhar bala akel hmmm waw ,Neutral,Joke
Sorry ma fhemet ,Neutral,None
Ta2akadi ,Neutral,None
Tab chou bet tkhabrouna gher 3an l football?,Neutral,None
tab ttamnet 3laya ? ,Neutral,None
Tahitii staselmooo chou 3am tjarbo ta3mlo vs spain min 70 score 8-0 ,Neutral,None
Tayb tayb ma t3asbe 3layna Lmhm betshakarik ana 3l ma3loume:') ,Neutral,None
tayyeb bas mish atyab min l lahme ,Neutral,None
tb guys so2al ble2e shi bus a van nezzil 3a beirut men l batroun 3al se3a shi 1 aw shi hek? ,Neutral,None
tjarreb torde 3ammak ,Neutral,None
to arak or not to arak umm mich 3erfe saraha ,Neutral,None
tole3 arar majles el nouweb mberha @joeboumosleh2,Neutral,Known fact
Umm lei bank audi ma 3am b khaline eshab a2al men 100000ll? ,Neutral,None
Up  chou l3amal,Neutral,None
"W b naher el kaleb kamen rt ""@mackasutra: Ya3ne sar fi may be Nahr Beirut?"" ",Neutral,None
W gebrane chou noo3 el cell yalli ma3ou? ,Neutral,None
W hayk hayk chou fi Ok bye Bs eno huwe hek 3am b oula ana ma khasne ,Neutral,None
w3it 3nde kerech,Neutral,Joke
Wala yhemmak ,Neutral,None
walla l kezzeb bebayyin awem lek adde ma7mou2 ydefi3 3an halo ðŸ˜‚ ,Neutral,Bullying
wara2 3enab b zeit aw b lahme???? ,Neutral,None
Well the part of mshi bl sa23a wl 3atem wa7dik was more like eh 5alas tmashe 3al bet bas the part of rayi7 el3ab wara2 ma3 l shabeb is true ,Neutral,None
Wen badak nehjoz ,Neutral,None
Wsaba7al ya rab ,Neutral,None
X: kif ken el concert b byblos? Y: yanni mish ktir helo! ,Neutral,None
Ya sadi2e akid ana ma3ak bi kel chi w be7terim ktir ra2yak w kelna ka chabeb we2fit bs ma3 lebnen. Bs ya 3azizi fi chaghle msh mafhoume mn wa2et ma stalam ri2asit hezeb lkataeb w sta2elo mnel houkoume we2fo bl mou3arada w 3emlo kel chi bytla3 bi idon w hekyo w fa3alo. ,Neutral,Known fact
yaane uf chou hal tefsir :p ,Neutral,None
Yala rah wa2if bus Hyundai wjeye ,Neutral,None
Yala rje3na 3al so2al kif bnem ,Neutral,None
YALLA ,Neutral,None
Yalla baad kam sene w btertehe 😂😅 ,Neutral,None
Yalla la ousal bswerlik ,Neutral,None
Yalla ma be2aser khali yshof w yetsamsam ahsan la so7to balki byed3af shway ,Neutral,Bullying
Yaret lyom benzal beirut deghre wasil 3al cheghel mesh enno 😂 ,Neutral,None
yes wallah hderto kelo ðŸ˜” ,Neutral,None
Yesss chefto ,Neutral,None
Yi min hayda,Neutral,None
yii ya3mol group fared marra ahwanlo ,Neutral,None
You're biased ma bshil 😂😂 ,Neutral,None
😂😂😂😂😂😂 Ma heyk !? 🥰 ,Neutral,None
-Carla ma ha tsad2eee - Shuuuuu fiiii - Eja haydek l helo tdahhakle - .... ,Positive,None
"-chou bek ze3len? --""t5ena2na"" ana w sa7ebte w tarakna - Da5lak edeich 3omrak? --13 sene estez -tayeb Khaberne chou sar baynak w bein Dora. ",Positive,Joke
-malla a7lam ya zalame -eh man sa2ile ktir - lah ya zake mbere7 shefet kaza 7elem b maneme khefet ktir.,Positive,Joke
“@_Rami_K: @TonyDaouu @carlkhoueiry @Mayharoun 3ida please ktir helwe”😂😂,Positive,None
“@alainabouarra: Kholsit kholsit ossetna kanet ossa helwi ktir byebye byebye byebye ya helwin HEKME 💚💚”,Positive,Sarcasm
“@Andrea_Hajal: Enta ktir helo.”mercii ,Positive,None
“@emilioboustany: badde a3tike kel robe3 no2tet hobb”chou emilio😉,Positive,None
“@jado_saleh: @fawzimehio Hahahaha Top 1 smalla 270 💃💃 btw byotla3le 😂😂😂 el top deiman 👌💃💃😘😘” hahaha eh smalla habbet 270😳,Positive,Joke
“@marc_mhanna_17: @FadelGemayel @michelfarah98 bas bro goal taba3e mou5iffff” eh man ktir helo ,Positive,None
"“@monika_nakhle: Sorry? Bas fike tba3de 3anne?Sayim 3an l helo.."" @rhea_gabriel hahahhaahahahahahhaahhaahhahaa♥♥♥I love uuuu” hahaahahahhah ",Positive,Joke
“@najwakaram: Saba7 l anwar Chta2na Ktir Ya 7abeyib 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹” Nawartiiiii😍😍😍😍,Positive,None
“@rheabamo: Ktir habbet kif bi aldoo😂👅”@sarah_zakhour btetzakkare?😂,Positive,None
@555Seehaam alah ykhalike w gd morning w nchala ykoun nharik helo ,Positive,None
@9GAG @MayssaERassy bit zakrik hal soura be hada?🌝😂,Positive,None
@AbbassAk93 hahaha hayda typically ana 😂😂 same to u habbub😘😘,Positive,None
@abdallah_7ala bonjour ya 3omri. Chu helo kel yom ou3a w leke ahla kalem men 7ala ma poupee ,Positive,Courtesy words
@abdallah_7ala bonjour ya 3omri. Chu helo kel yom ou3a w leke ahla kalem men 7ala ma poupee ,Positive,Courtesy words
@abdlsater ah helo hahah ,Positive,None
@abdosfeir hadan allak ennak ktir mahdoum? :),Positive,None
@AbiBb9 @NadiaBsat nadia bsat gher ossaaaaaa chou baddik bet3a2idddddddddd,Positive,None
@AboNajemElie ktir te3bir 7elo wsadi2 100/100,Positive,None
@adelkaram9 man enta ktir talentedddd ^_^ Bravo to the team (y) @fakihn @TareckKaram ! L episode bt3a2iid :D @hayda7akeh #hayda7akeh #hayda7akeh,Positive,None
@ahmadalayoubi07 Ma3 3elem enou sar 3andak 7ayetak tefha bas yala i love u too take care @#Beirut #Beirut,Positive,Courtesy words
@ahmadmadi12 yii shu bheb when you reply me :$ktir bnbst nshala nharak ykoun helo habibi lyom mwaaaaaaaaaaah ,Positive,None
@AkikiJoyce Habbet! Hayda el rideau 3andkoun a la maison?,Positive,None
@AklYara bhebik ktir ktirrr💘💘,Positive,None
@alii_wehbi hahaha shu hayda ya 3ayda :p,Positive,None
@AliJMansour @boudzj kenna ne3senin haypartna estez aliii be hel soura :p lol ,Positive,None
@AliKaraki91 helo helo 😍 allah yeb3at l kheir ,Positive,None
@AliKaraki91 helo helo 😍 allah yeb3at l kheir ,Positive,None
@AlissarHelou guess sho bda l3bet shedee hkit ma3 maya w yahie jeyee!! #Beirut #friends #Beirut #friends,Positive,None
@AlniyadiMira hahaha habb chou hal 2ste2bel l helo:p ,Positive,None
@AmeLMhamad yumyyyyyyyyy hayda akel :) alf sahha ;)),Positive,None
@amineakl9 @premierleague haha 5aye mahadan 2arab 3laykon. Yea into ktir aweya hal sine! #3ishhhhh #3ishhhhh,Positive,None
@Andrea_Hajal lek chou hayda ktir hekðŸ˜»ðŸ˜»,Positive,None
@Andreah_22: @patrick_bassil hahha ana ktir cool bel 3akess haha 7asset ..... kente ra7 teje da3sine !,Positive,Joke
@AndrewBachir hahah bas wla :p,Positive,Joke
@ArabsGotTalent Jennifer waw raw3a,Positive,None
@atwanlucciana ANNNNNNN NEWTON MAHAL LL AKEL,Positive,None
@atwanlucciana mnihh w mano so3eb ktir,Positive,None
@ayoubiemma looooool ktir helo bas enteh ahlaaa yo2broneh modelik chou helweh ,Positive,None
@ayoubiemma looooool ktir helo bas enteh ahlaaa yo2broneh modelik chou helweh ,Positive,None
@bachoo95 @mawzex @MichelleRomanos 7elwin chou behoun? Ya3ne iza bachir w flamant ma bi footo 3al saff it means its easy ;),Positive,None
@baekhyun helo ,Positive,None
@baradaN_29 Haaaappyyyy Birrrthdaaaayyyy ya albe bhebbik ktir ♥♥,Positive,None
@BassemBoustany chou king,Positive,None
@batoola_ibrahim hahaha .. ma tfakrine nese el soboh chou hkite,Positive,Joke
@Bayernoholic Hahaha wallah :p ktir aweye kenet hone :p,Positive,None
@Bayernoholic W anaaaa hahahaha *high five* ana 1st team Barca 2nd Bayern 3rd Liverpool ;p 3amle teshkile :p festo2 joz w loz ,Positive,None
@BitarMichele ma aslan l khass ktir tayib mishax,Positive,None
@camsafa CHOU AWEEE,Positive,None
@CarenHelou: @KhazenNour Helo asir ??? Oui oui aslan tyes belle kif ma kente (3am betghazal fike eza lahazte :p) ,Positive,None
@CarlZ_15 hahahahahh (Y) eh bas l helo eno akid lah yet2akharo la yotla3o les notes  coe dhabitude ! ;p ,Positive,None
@cathedrelic w ktir zeit zaytoun!! Wlak akhhh!!,Positive,None
@CelloSeries @TaraAbdulkareem @nadinennjeim @khal333340 @TaimHasanActor waw ktr helwe hl pic ,Positive,None
@ChantaleFahed3 thanks bab l helo b shouf kel shi helo ;* ,Positive,None
@Charbelonsky hahaha ! Hasset hale 3al msn bel 6eme,Positive,None
@Charbelonsky hahahah ma khasso alain :p ha gheniye,Positive,None
"@Charbelonsky uff kenet jeye red 3leik ""like amagad""",Positive,None
@chefrinz allah y5alikon la ba3es w ydim el wefe2 :) ma tel3abilon ktir bi 3a2leton lal sabaya bokra men battel nle2i sabiyi netjawaza :p ,Positive,None
@CindyRizkallah @ElyseS16 jebt eshya ktir cute la2elon men spinneys nananaa,Positive,None
@ClementHakim helo el tafe2ol ;):p ,Positive,None
@Cybele_Reaidy eh astazeh!,Positive,None
@Cybele_reaidy lak nchallah 3ayouuull,Positive,None
@CynthiaKhalife1 ktr helo go green!! ,Positive,None
@DaisyOdicho @anthonyeid1 Hwe hwe helo kif ma kenn :p ma3 aw bala gyym 😊 ,Positive,None
@DalalBakhour mbaaalaaaaaa3333 3ande ktir sowar elek:') ,Positive,None
@dana18D @lovelymemo2000 @Rayano_Hssn @najwakaram. Lk ana b7ebou 7azzi ktir allah ykhalili yeh ya rab tab3an lama tred 3layi nanouj hhhhhhhh,Positive,None
@DanaTeresa567 1. L song ktir helwe w moujarrad ma tkouneh sme3tia w 3am te7ke 3anna ya3ne chi ktir mni7. ,Positive,None
@DayanaElHachem hahah ta3e kele fi ktir:p,Positive,None
@DFB_Team_EN @wassimea badde e3tereflak enno hayda lshi fakhm :p,Positive,None
@dimasafieddine bhebbik ktir,Positive,None
@dimitrifiani @MalouElia ana hélwédimi hélo malou hélwé nour hélwé don shou ?:D ,Positive,Joke
@DollyAyash1 W ana la7 e7darik :-) .. Yala take care b 3aj2it beirut :p ... Mwah ,Positive,None
@dominicabuhanna hahaha min allak bade mout :p ma ykoun l akel msammam 😒 wlak sa77a w hana 3a2albak :*,Positive,Joke
@DonKraidly Hahaha bs Hala2 saro khatereen ktir! Nshalla ma yejo dodna bil CL 😂😂,Positive,None
@eddy_hatem ahh non mna3mol tweet up 3a charafak :p,Positive,Joke
@ElieFrangieh @samerjsaadeh @Renabouabdallah khayyy hayda lmatloub merci mannn wa akhirannn 3refet chou baddeh have a nice evening all,Positive,None
@Eliemajdalanie6 laaa bl 3aks wala ... Ktir mhdoum 3 iyem alin knt mout dhk bas talfin w tdbkouwa 6 am hhhhh,Positive,None
@ElieMarioo ktir mniiihh 👍👍👍,Positive,None
@Elioh95 hayda l jant ana m2akad. Jareb dallak tedahak w tkoun mabsout ad ma fik. Fik tsoh 10% asra3 eza kent mabsout mahal ze3len,Positive,None
@elissakh awal ma fe2t staf2adet 7ali 🙊😂 Adore you 😌♥️♥️♥️ ,Positive,None
@elissakh. Eza badek walla bji mnn l b2a3 3al beirut l3ndk hala2 w bhtam fiki ,Positive,None
@elma_ayoub habbet esmik,Positive,None
@ElsyRaji: @Fouad_Rahme ktir helo w jagal w hek. She's one of my fans 👆,Positive,None
@Fadi1Haddad seret hadra l clip 5 marat w ma 3m bchba3 meno ad ma huwe ra23 kn lezm nancy tt3amal ma3ak mn zamen tala3ta bi ahla soura :),Positive,None
@FadiHaddadmedia @najwakaram estez plz eza lkabar mazbout w fi ejtime3 salmli 3laya ktir w bousa 3a jbina mn 3ndi badna sowar w akhbar 7lwe,Positive,None
@fakihn @AbouJaoudehTony eh walla la nedhak w nesma3 l sot l helo wl ebde3 can't wait for tmw ,Positive,None
