tweet,sentiment,highlight
La ylahho l mtzahrin mn eno yfuto aal majles walla3o noss beirut How low,Negative,None
La ytamnouk enno fi ghala bl da2,Negative,Sarcasm
la2 abadan ma mbayan hek saraha! wala se3eta bede oul chu khas kes emo la gebran ysebou elo mich kis emmo,Negative,Foul language
La2 hek betssir ktir t2ile ðŸ™…ðŸ»â€â™‚ï¸,Neutral,None
La2 helo ktiiiiiiiiiiiiiiiir l shab !!!! #ctrop #ctrop,Positive,None
La2 ktir ma btnhamal enta,Negative,None
La2 ma fik tkun hal2ad betkhaze2 bel badle,Positive,None
La2 ma t2ouliya khalas z3elet,Negative,None
La2 ma tafa2na. I Lead the rebellion... Mafik tna2e jabha tenye w en plus that kind of jabha. Ana z3elet.,Negative,None
La2 msh ana!,Negative,None
La2 tawele belakkk marwan tizeeeee min ken seme3 fikkk law ma a3melak l helwe😡😡😡😡😡😡😡,Negative,None
La2 wloo ASOT600 was in beirut w ba3don bel nrj music tour? :|,Negative,None
la2 yaret,Negative,Saying
la2 yaret bas hek,Negative,None
La2 yaret 😪,Negative,None
La2 z3elet ma be2bal 😤,Negative,None
La2annon shramit,Negative,Foul language
La2en fi khof w La2en ahaliyoun aylinloun to do that to be safe the same parents that lived the economic fear 30 years ago . Khifenin men khyelna w ba3da el 3alam btes2al lesh 3am nes7ab ma3ashetna from the banks,Negative,None
Laaa2 z3elet mennik😔 2refna chete lsene😩,Negative,None
lah helo short hair,Positive,Courtesy words
Lah lah lah!! Leik hal msibe!!,Negative,None
lah lah lahhh chou sayirrr bi souria,Negative,None
lahza 3anjad fakarto houwe zeto ðŸ¤£,Negative,None
lahza! hal soura bi lebnen!! ya fakarta barra bi afri2ia aw chi! la wen waslinn ya ta3tire,Negative,None
Laike khayef totla3 heye el atalet delailah w tkun atalet candace kamen bas i just finished episode 8. Khalas ma tjewbine two episodes left,Negative,None
lak chu hal 3a2liyet l er li 3laykon :),Negative,Foul language
Lak kiss e5t liverpool chou mhebil....,Negative,Foul language
lak w yaret meshe hal balad,Negative,None
lak yaret,Negative,None
Lakk basssss,Negative,None
Lakk hel 3ana lal mara :p,Negative,None
Lakk ya 1000 halaaa 🤣😍 ehh hayda 7akee 🤣,Positive,None
"Lama ""sabella "" chou emit aletlo ? Aletlo ""messi"" W ess ana mahala ""lavezzi"" njoum ldohor",Negative,None
Lama es7aaa men nawmmm Nadafe kel yawmmm Ma bensiya chou ma sar,Positive,Saying
Lamma el chab bi ghar bthess el mawdou3 cute w helo bas lamma el benet tghar bthes helak 3ala bweb harb 3elamier telte,Neutral,Joke
Lan shouf hayda hala2,Neutral,None
Lareine enteh ahla guitarist bel balad kaffeh da2 ktir helo da2ik really,Positive,None
Last summer kenet awal mara besma3on 😇😇,Neutral,None
Law bet rou7 tjib el nafet men Australia.. Bi koun a7san...,Negative,None
law bt5ffe flsaftek w bt3rfeee aslan aan shu l mawdu3 laeno bsheik tkuneee lbneneye aw bshek aslan tkuneee btfhameeee bs ha ekhdek ad 3a2lek w hl2d btfhameeeee,Negative,None
Law bteklo khara kelun w ento tyr berd2ane tab3kun ma hamkun ela rijel siyeseh w bs ley ento mankun 3aychin bi lebnen w 3m nmout mn jou3 w zel w a7welna kela te3tir hamkun bs hayda za3im w hayda za3im khara ala hek cha3b hmar,Negative,Foul language
Law bteskout chway ya ma3alik...,Negative,None
Law byentek byeskout hayda chou bi koun ahsan....,Negative,Foul language
Laych chou Ye3neh????? Mch ta7t 2amroun ba3ed na2esna!!!!!!!,Negative,None
Layko fi sa23a aw la2?,Neutral,None
layle layle👇 ya wayle 🤬 shu bedo ysir 😤,Negative,None
Le amir ktir helo?😂 i want him please god😍,Positive,None
Lea ktir pedophile 😂,Negative,Bullying
Leano ente no nice aa halikðŸ¥º,Negative,None
LEBANON ♥ ma fi metel beirut!!,Positive,None
lebnen ma bhayeto rah yezbat.. Lal asaf hay hie el ha2i2a,Negative,Known fact
lebnen: thawra tweeps: thawra metzahrin: thawra kalb jarte: thawra ldebben l azra2: thawra salwa: leh mahada bado yeshtre ticket banks m&amp;g vip package after party + stripper,Neutral,Sarcasm
Lech hal bajam 3am byesma3o aghene papa noel. 🔪,Negative,Foul language
Lech l 3alam ktir ferhane eno brad pitt w angelina jolie tjawazo ?? #ma_ykouno_emik_w_bayik_hbb ðŸ™Š #ma_ykouno_emik_w_bayik_hbb,Negative,Joke
Leh b LAU jbeil msh beirut :(,Negative,None
Leh baddek t2aldene bkil shi,Negative,None
Leh balash y3ayyit hayda seddo I have a headache,Negative,Foul language
leh khayef ane,Negative,None
Leh l2aswat helwe ktir llayle?,Positive,None
Leh lkel byetfeja2 to see male nursing students enno???? Mn emta its only a female thing???? 'Yii leh fetet 3al e5tisas 7a tkoun l wa7id ben l banet 3emela asel maheeeek🤪🤪' ???? Enno la2???????? W3ou???????????? Fi ktir male nurses are you dumb???????,Negative,None
leh ma bet waslo aa lebnen wle kleb :(,Negative,None
leh ma btehkine Elle masalan? :(,Negative,None
Leh mich hek bisir bil we2i3 bye2etlou el atil webyemchou bi jneztou... Ktir z3elet 3a hal niheye ma btest7e2,Negative,None
Leh we3e hal2ad bakir w bas ykun 3ande sheghel bet3azab ktir,Negative,Joke
Leh.ktir.shob.,Negative,None
Lei fi chi esmo mrabba l batenjen !?,Neutral,None
Lei fi dentifrice 3ena bel jem3a ? #closeup #closeup,Neutral,None
Lei italy w real madeid b arero yel3abo football bas ana ma kun bel bet ?,Negative,None
Leish 3refet Enno bayak ba3ed hal zaman z3elet ma allak,Negative,None
Lek ana kent shekek bi 7ale ma3e corona mn abel ma ysir fi 7alet barrat l Sin badkon halla2 wosel 3a lebnen w ma a3mol panic. LEK ANA 3M BENHAR 7ALIYAN W 7ASES 7ALE 3M MOUT,Negative,None
Lek fi LU bl soura it says enno mndal nendob 7azzna,Negative,None
Lek huwe w msakar l beib wasil shakhir baye la 3ande! Kif b saktu hayda bade nem w zaber!!,Negative,Foul language
Lesh sho 3emlitlo wsho 3amella ta mkalfe hal2ad 🤭,Neutral,None
Leych betzkr heik shi bass neser shu heee,Neutral,None
Lezem 3al akhbar yhotoulna l ta2es bel jem3a la2an mech mazbouta hal2ad l sa23a hon #ndu #ndu,Negative,None
lezem emme tomdile fahess el svt w jeybe 7/20 :/,Negative,None
Lezem roo7 ehdar 3aza hayda li mn bet zaiter l2n bento btkun a very close friend bas msh mestarjiye,Negative,None
Lezim a3mil to do list.,Neutral,None
Lezim enzal 3al supermarket bas khiyfen ysir fiye mtl haydik l marra😔,Negative,None
Lezim eshab loto lyom haze ktirr helo,Positive,None
Lezim nekhod chokair 3and cremino ðŸ˜‚,Neutral,None
Lh sho aklte,Neutral,None
Lhemkeh 3am yel3abo le3eb helo ktir,Positive,None
Li b de2 l beb b le2e l jaweb. Ma assar fike.,Negative,Saying
Li helo b beitchabeb ano fi 16 knise bas li ahla bkouno noson fadyin w 3al a3yed bte3jo2,Negative,Sarcasm
Liankon mafsoumin ekhte,Negative,None
Like eza ma hasset bel hazze bs khefet.,Negative,None
lil asaf baaed fi nes leh2a za3ima,Negative,None
lil asaf mich rah netghyar bi souhoule,Negative,None
liom bel madrasse 3 achkhass aloule enne nas7a w lezem enteher,Negative,Bullying
liom ken 3abele edhar mnel bet ba3den khefet,Negative,None
LISTEEENNNNN 3AM BEBKE ANA MANNE MNIHAAA,Negative,None
literally 3am bebke mnel cramps,Negative,None
Literally lkel,Neutral,None
Liverpool dabe7,Positive,None
Lk badi a3ref li 7eko 3a set najwa la2na 7ata salib ra7o 7esabo w rej3o w tol3o mn ahel l jani lk feye a3ref chou hayda takhalof allah wa7ad,Negative,Sectarianism
Lk bet oulilo hi byekteblik ma2ta3 akhou chahta eno w er chou btehkeh,Negative,Foul language
Lk lyom chft chi chaben ktir hlwin w knt lbse clown w 3achiye chft aktr mn 3 chabeb hlwinnn w knt lebse chabbb B2tulll haleee?!ðŸ™„,Negative,None
lk ma ejre bl dars,Negative,Foul language
lmao this dude byeshbahni kteer 5efet,Negative,None
Lol daharet 🤣 yaret,Positive,None
Lol habibte ana b3rif hayda ouwet l sabe. Shefto b Oct-Nov awal l thawra w ken 3m ye7ke dod fari2 seyese wa7ad. Kelna badna balad ndif w n3ich ma3 b3d bas fi nes 3amle 7ala thowar w heye m7zbe 🤷🏻‍♂️ foote 3a whatsapp group taba3 jal el dib w zouk w choofe,Negative,None
look meen khayef now😳,Negative,None
lowkey shta2et dapress aa mashekle lshakhsiye w mawjet lza3al w l ka2ebe,Negative,None
lta2ess ktir kharej daresðŸ˜˜,Neutral,Sarcasm
Lta2et fiyon lyom film re3eb,Negative,None
lyom aloulna rah yoch7ato hadan men lcheghel. Ktir khayfe eno ana,Negative,None
Lyom ana super day3a dk chu bene L3alam aam thkine bl chare2 aam jewebun bl gharebbb!!!,Negative,None
Lyom B2akkid Eno Reports @AkikiJoyce Ktir Moumayyazin !! Dakhlik 3ande Sou2al Zghir: Btetzakkare Chou Awwal Report 3melti Bel MTV?,Positive,None
Lyom da2it rfi2it 3mte w ma b3rfa w dalit thkine chi 1h w blchit 3rft habe t3mle nursing bs lyke ya joya balelik hal chghle fkre b3den eno bdk trabe wledk w ta3ab w fkre bchi ektisad w t2amne masare w ykun helo Bro ana b3rfk chi? Merci 3al nasi7a bs ma hdn talab r2yik w merci :),Negative,None
Lyom i had a vegan burger b 500 g lahme mafroume for lunch,Neutral,None
Lyom rehet akalet khass b classic burger,Neutral,Sarcasm
lyom weje3ne batne 3al ra3be,Negative,None
lyom yemkin aktar marra bebke fiya ana w neym. 7lemt eno mama sara2it tableau w wa2afouwa ldarak w hala2 w3it fasim 3laya 3am betala3 fiya btaraf 3ayne eno ana ba3rif shou 3melte ya 7aramiyt el I law7at,Negative,None
Ma 3am befham ma ken lwade3 mni7 chou li fawa3o heikkk,Negative,None
Ma 3ende zo7layta :(,Negative,None
ma 3m bet5ataaa ktir awiyee,Positive,None
ma 3nde wala soura zabta ma3 ekhte..,Negative,None
ma aajabo l kelkon yaane kelkon haram tab :(,Negative,Sarcasm
Ma ader ma2hour li2an b2it bl matar w ma daharuk b serbia?,Negative,None
Ma adra ethammal,Negative,None
Ma ahbalik ya man,Negative,None
Ma am yokhlaszzs work till 5 😭,Negative,None
ma ana aarfe shu ha ysir next,Negative,None
Ma ana hayda l kheyfe menno T3a2adet men last season w battal badde et2ammal ☹️,Negative,None
Ma assart ma mbayne aslan chou hiye,Negative,None
Ma atyabo ❤️,Positive,None
Ma az3ja ano tkon ma5las la wa7ad wo hayda lsh5as ma3k bal waj mray wo bal 2fa sarmay,Negative,Foul language
ma b khaline etsawar ma3o :( https://twitter.com/Soufistication/status/1217402910398730242,Negative,None
Ma b3ref bs ana z3elet 3l maw2ef💔,Negative,None
Ma b7ayete 7a ensa kif moudir sanawiyet gh*z*r ken ybahdelna w y2oul « سوف تتخز الإجراءات اللازمة » I’m still scared aya ejra2at aamo shu mfakarle 7alak7ess 7ale 7a rou7 3ala el maghfarekhra ta7te aama bi albo baadne bkawbes fi,Negative,None
Ma ba2a etwaja3 t3ebet 😥💔,Negative,None
ma ba3ref chi men chi! Daye3 w 3etlen hamm,Negative,None
Ma ba3ref ento chou 3am yousallkon bass ana wala shi,Negative,None
Ma ba3rf leh bas l tawouk yalle akalton halla2 keno extra delicious,Positive,None
ma ba3rif shou 3am ysir bas kheyif,Negative,None
Ma ba3rif shou moumkin ysir ba3id,Negative,None
Ma baaaaaaaarf kter khayef hahhaahahaha pft lzm nem khls,Negative,None
Ma baaref kif ya allah :(,Negative,None
Ma baaref lech bass ktir bethamass aa the voice k.,Positive,None
ma baarf wala bade 2aaef ktir khefet,Negative,None
ma badde os2otttt,Negative,None
Ma badde ye23od hadde keslen bel jem3a ana cheghle w derse aktar menno! Unfair! chou elik ma3 ayro?,Negative,Foul language
Ma beddeh rouh 3al jem3a bukra :( fi ktir 3alam mechannet :/,Negative,None
Ma bede diab :(,Negative,None
ma bede erja3 fout bi 3ale2a w en2aza aktar yemkin..,Negative,None
Ma befham lech l banet bet 3alle ejer wehde lamma to3bout hada? 😑,Negative,None
ma bestarje rouh la hale ma3o!,Negative,None
ma betsawar fi hada hazzo beche3 adde.. mich rah etghayar bi hayete,Negative,None
ma betzakkar chi helo men toufoulte,Negative,None
Ma bhayete z3elet Hal ad,Negative,None
ma bheb hayete hek,Negative,None
Ma bhebbo :((((,Negative,None
Ma bsadde2 ejramkon l weyn ba3do mkaffe 🥺🤦🏻‍♀️,Negative,None
Ma bsaddi2 eno rehet 3a mc donalds w aloule ma ba2a 3endon akel;/,Negative,None
Ma bsade2 chou hmar,Negative,Foul language
Ma bsade2 fi ness hek bthki bs tchouf ghayra ma2houra w madroubi ala yse3dna,Negative,None
Ma bte2dar temna3 el 3alam tchouf ha2i2tak wala tchouf kezbak wala tchouf adaych enta tefih w sefil w ghabe ya 3ayb el choum 3layk wahad kezzeb. W enta betheb tlawfik w aslan enta manak fehmen chou 3am tehke. Bi ra2ye ma tbayin edem el 3alam la ano lah ybaz2o 3layk.,Negative,Bullying
Ma bye3ne ennu bhejem part mnl ahzeb wl tene barerlo ..hayda bedel 3ala l kezeb 3nd l aktareye,Negative,None
Ma bymshe l hal jem3a w hek ta2s b nafs l waet lol,Negative,None
Ma chftt :(,Negative,None
ma ele aleb :(,Negative,None
Ma ele jlede,Negative,None
Ma ele jlede aa sheghel 😭,Negative,None
Ma fe ahla men hawa #jnoub #jnoub,Positive,None
MA FHEMET SHOU HA YSIR HALLA2?,Negative,None
Ma fhemna chi men chi chu hayda l chi ??,Neutral,None
Ma fi 7ada 3am ya3mele snap im so sad wallahi t3ebet,Negative,None
Ma fi ktir hawa ðŸ™„,Negative,None
ma fi nescafe w ma beshrb ahwe aade😭🥺,Negative,None
Ma fi ryeha,Negative,None
Ma fi ykoun jamelik hal2ad helo la anno bkhaf ma ye3la lsekareh ma3eh #latche beykha #latche,Positive,Joke
Ma fik totlob mena tetjawazak bala ma tedfa3 kelewtak 3ala billboard ?,Negative,None
MA FIKE TA3MLE HEKE 3AM BEBKE,Negative,None
Ma fiye wAlle3a :(,Negative,None
ma habbet kif kholsit el season :( #you,Negative,None
ma habet?😭,Negative,None
ma habet?😳,Negative,None
Ma hada bi hemmo,Negative,None
ma hada rah ye2dar yradine men hal a3al w el aher li ana fi,Negative,None
Ma hayda ma aad mas'oul 🤷🏼‍♂️,Neutral,None
ma hekene hekeke elik w ana ze3lene ma3ik,Negative,None
Ma helo fustana la sulafa,Negative,None
ma ken bedde tedhar hyye bhal episode kenit btestehal terba7 :(,Negative,None
Ma ktor bas eno #pt #pt,Neutral,None
Ma lakashetne :(,Negative,None
Ma na2esna ysir fina metel last semester,Negative,None
ma na2oule projeyte lal exposition... chtaghalet leil nhar 3ale,Negative,None
ma re7na 3al motorcycle place z3elet,Negative,None
Ma se3et :(,Negative,None
Ma taamle halik masdoume baarif naweyeke kif,Negative,None
Ma te3tal hamm sheyel 3anak hal muhimme 😂,Negative,None
Ma tefsed aanne tyb :(,Negative,None
Ma teftahile jrouhate :(((,Negative,None
ma tenza3ouwa deja babies :(,Negative,None
ma tes2ale :(,Negative,None
ma tezaalo bas hada ghayre mesh eder yesmaa sot ariana ba2a? besmaa sawta aktar men sot emme w emme ktir bet ne2,Negative,Sarcasm
Ma tkune batata,Negative,None
ma to2ta men l awwal bas z3elet 3laya ekhr 2 episodes :(,Negative,None
Ma tonbosto ktir,Negative,None
Ma tonbosto ktir halla2 metel l 3ade mnenhebil ekhir chi.,Negative,None
ma twa2a3et hek chi menno! disappointed.,Negative,None
Ma2oule ba3dna bala houkoume 3an jad chou ktir so3be,Negative,None
Ma3ash badi z3elet😔😔,Negative,None
Ma3ke alef? 3tine alef Ya habibe law ma3e alef ma kenet benzal happy hour,Negative,Sarcasm
Ma3ke ha2 ana ma3ke bs ala cheikh samy 3aylti pierre ba3don wled badon yet3alamo w yekbaro bs 3aylit cheikh bachir 3aleyon hene yekhdo ll arar w sad2ine fi ktir 3alam by2bado mtl general aoun ma3ash jesh w ma3ash ra2is jumhuriye gher ma3ash ex neyib,Negative,Sectarianism
Maba3ref saraha. Hala2 fa2asne 3m y2ul mn south america. Ayre b hal fa2se. Lezem na3mel shi khsoosi ma beseer,Negative,None
Mabaarefff zahha2ne ktir and wannabe other shows..,Negative,None
mabaddeh z3elet,Negative,None
MABEDDI EDROSS BADI THAWRA ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜«,Negative,None
Mabrouuukk Liverpool!,Positive,None
Mabsouta eno fi edrab bas ze3lene la2ano bhes rahit el jem3a lal sayfiye la tokhlas khsouse eno baad ma balachna partiel,Negative,None
Machghoul bele 3alayke ya @yarasfeir,Negative,None
Madroub Hayda ! Shaklo nese Ino eja Min rahem lady !,Negative,None
mahada y2arreb aa marwan l fashion please 😠,Negative,None
Mahboube ktir w 3adad fanz bel insta twitter t5ata tolab yale keno ma3ik bi 2a2al mn 3 weeks.chou ra2yik bi natije ? #DriveAt5 #LeaMakhoul #DriveAt5 #LeaMakhoul,Positive,None
mahekk,Neutral,None
Makhnou2in w khayfin a sohet wledna w mousta2balon w yaret fina nfel asap,Negative,None
Mamiiii fi caccaaaa,Neutral,Joke
Mammiiii hara2et ide,Negative,None
Man fi 3alam sa2ato souwar l thawra 3al profile w let’s have a date b Riad l Soleh,Neutral,Joke
man kl ma erja3 3l beit bel leil berja3a raked! Ma fi wala lamba 3al tari2,Negative,None
man ma badde os2ot,Negative,None
Man Salem Zahran man ktir bhebak,Positive,None
Man shu wad3a kif ya3ne badda tjibna l jem3a ba3d stage ta ta3tina cours w ne7na b koun mentek wejjna esh ba3mellik iza 7adertik ma jite mn safrtik l sharmouta la october 20 nteke mn wejje ayre fike,Negative,Foul language
Man2oushe jebne be 100000LL #HelloHyperinflation #HelloHyperinflation,Negative,Sarcasm
mane edra ethammal za3al w aher aktar men hek,Negative,None
Manon asmin hene wl shabeb aade ya albe 🥰,Neutral,None
Manou neyeb,Neutral,None
mar3oube men el carnet,Negative,None
Mara ejet el assistant akalet ma3e khalina sekteen😂😂,Neutral,None
Mara eltile a3ml download la the song dont go wala mara sm3ta now hek faj2a betbalish ra3abetne walla 5efet seret ha ebkee @Elissa_hm,Negative,None
Marco el soura ktir helwe w wad7a 7atta profile pic,Positive,None
Mariam nour ktir hablaa ntehre teta,Negative,None
marra jc al byel3ab l 3atwe eddeme w la halla2 ba3edne ma tkhattet,Negative,None
Marwan charbel ma hammo illa bil hakke,Negative,None
Mashi bas 3am be2ra ktir eshya fiya 3enef.,Negative,None
Mashrou' Leila on Hayda Hake tonight 😻,Positive,None
Masroufik la hl week,Neutral,None
math w englize tmrw helo kteerðŸ‘ŒðŸ˜­,Negative,Sarcasm
mawjou3a baadne so saabe edhar liom :/,Negative,None
May 3ishuwa ktir madrid fans 2ino hine ze3lenin w maba3rf shu coz fal di maria. Only utd fans have the right coz ronaldo is the worlds best,Negative,None
May shop la kel sabiy3h bethess hala fashionista :p beirut rue hotel bristol @maybsat111,Positive,None
mayte re3eb elissa kenet sey2a :-),Negative,None
mazbout hayda bas ken dareb ghashmane menne,Negative,None
Mballa bass ne7na mish dating ta netjawaz ne7na 3am netjawaz to start dating,Neutral,None
mbde ma habet ma tw23t hek mashhad ha ysir,Negative,None
Mbere7 kenet 3am ber2os at this time of hour w lyom 3am bebke,Negative,None
Mberih fi m3lme w khalit mum wa2a3o edeme w n2zt w khft w satlta chwe Lyom rfi2te ghebit 3an lwa3e 3a ideye w edeme w dallet se3a erjuf Bkra eza bi sir chi ra7 ru7 sakte albiye fa bhbkun ktir W he kello w mfkra 23ml nursing :),Negative,None
Mch eno honik byoghomroo ba3ed hata law khosroo alla yestorr law sar hek bi leb chou ken sarr fiyon :*),Negative,None
Mch m2boul l wd3 ... Ya zalame klna hek,Negative,None
Me helo hek . W hek ...,Positive,None
Me: *jumps off the chair* Woah shou hayda? dabbour? Cousin: wlk lah. hayda sarsour. bi tir. mn 3ashiye. Me: *drives back to Beirut*,Negative,Joke
Me: teta 3andik whatsapp Teta: ma sme3et chou elet Me : wlik 3andik whatsapp Teta: la2 ma baddeh 7up Me:...,Neutral,Joke
Meanwhile on FB: *soura 3a shmel l shajra* *soura 3a yamin l shajra* *Soura 3l ared wl shajra faw2e* *Soura ana w 3abta l mghara*,Neutral,None
Mech 3a ases l tor2at ha teftah lyom?,Neutral,None
Mech eno 3am bebke... Mfa7che.,Negative,None
Mech heyne tkoun ouwet 🙄😋,Neutral,None
Mech ktir shob,Neutral,None
Mech la2an enta ma fik ta3mol chi ghayrak kamen mamnou3 lakk oumko ba2aa,Negative,None
Meche koukiii,Positive,None
mechthiye l falefel ktir tb,Negative,None
Meen bayto ras beirut ?,Neutral,None
meen nezil sob Beirut min keserwen,Neutral,None
men 3almo yfut aal hamem men tofolto,Neutral,None
Men beirut ll day3a w men al day3a ll beirut,Neutral,None
Men wen toli3 haydaðŸ˜­,Negative,None
Merci to2obroune,Positive,None
Merci 😍 la nchuf bass chou 7a yseer hall kam yom 😂,Positive,None
Mertadde,Negative,None
Mesh aam fine edhar men profilo khayef raweh chi,Negative,None
Mesh aarfe khayfe koun ana mesh ana,Negative,None
Mesh eno 3am besma3 Gavin Ford tribute w 3am bebke 😭😭,Negative,None
Mesh hayda elli ken 3ndo an orange-y profile picture w ysof ma3 candyflissa?,Neutral,None
Mesh r7 2et3allam ma ta2il akel abl ma nem Batenjen me7sheðŸ˜,Negative,Joke
Meskeen 7ata ana z3elet 3aleh,Negative,None
meto kel el pupies :(,Negative,None
metradede eza benzal entekheb aw rah ya3rfo eno ma ntakhabton.. barke ezyoune,Negative,None
Mhebilllllll ma 3am sadi2,Negative,None
Mich 3am tozbat ma3i. . . . Eh w chou mna3melak?,Negative,Joke
mich edra enhaz men el takhet men el sa23a,Negative,None
mich edra etnaffas 3al panic! any tips ya helwin?,Negative,None
Mich eno w3it lse3a 6 wbel 3ade bou3a lse3a 7 40 helo hek eh? coffee w osas lsebeh. LA2,Negative,Sarcasm
mich hatta chi btemme ele yawmen,Negative,None
Mich ma3rouf chou 7a ysir ba3ed,Negative,None
mich ma3rouf kif rah ykoun el toslih....,Negative,None
mich rah lahhe2 khaless ya allahhhh,Negative,None
Michael tole3 m2ayar bro ktir z3elet he was my favourite 😔,Negative,None
Michel moussaaa chou smik w sa2il w bi oulo 3anno bakhil,Negative,Bullying
Migraine ana chou 3emletlik tab?,Negative,Joke
Min hayda,Neutral,None
Min hayda mark daou mfakkar 7alo bel chere3 ....,Negative,None
Min hon la 12 march yimkin lebnen kello ysir 7ajer 😢,Negative,None
Mish kaan the same tweets 3am yen3ado bas biseega gayr? There's something called retweet 😳,Negative,None
mish ktir #prt #prt,Neutral,None
Mish ktir. El mishkle eno rej3o raddou w ade 3emlo masare el contractors men wara jeser byetla3 3le 15 siyara bel sene.,Negative,None
Mka2be.,Negative,None
Mn wen ejo hal followers,Neutral,None
Mnontor la October,Neutral,None
Mnshaded 3l LU ktir.,Neutral,None
moi baadne aam berjof,Negative,None
Mood toshtibbb w dmou3,Negative,None
Morda ento 3njd!😂 alla yechfikon 🍊 At least fhame l tweet aw 2ri chway abel ma tekhter3e 3azaw2ik🤦🏻‍♂️,Negative,None
mosreyete waynon,Negative,None
Mouto kelkon,Negative,None
Mrab7eenek jmeele 3al $2000 yalle baddek tedfa3eehon lal course,Negative,None
Msh 3aref ya farah bas ana khayef,Negative,None
Msh 3m la7e2 jowa w barra ðŸ™„ðŸ˜‚ðŸ˜‚ðŸ˜‚,Negative,Joke
Msh aref bas ana khayef ya3ni,Negative,None
Msh kil beirut akid 😋,Neutral,None
Msh masmouh ade fi sa23a,Negative,None
Mshallah?,Neutral,None
Msibe,Negative,None
Mtv just arrived 3al Ring,Neutral,None
Mum nzlt mn car la tmr2ni mn l bineye al car bl shamsiye I mean ana met2akde zawjek ma by3melek hek shi hhhhhh my parents love me a lot ya rab hfazli yehun,Positive,None
My brother's friends ktir wled w meze3jin w sa2ilin w aa bele emshe fiyoun aal daraj ana w mesketoun b shaaroun,Negative,None
My friend li battalna metel abel 3am tehke ma3e w tes2alne eza ze3lene menna w ana ha fahhesh ana w 3am behkia,Negative,None
"my mother calls us ""beit bou sambousik""",Positive,None
My sleeping schedule kezbe aktar men Marwan Habib,Negative,None
my uncle is lowkey aawne w ktir aabele natfo,Negative,None
Mza7et maz7a t2ile chway w ze3let mne @JoyaK24 w ma 3am tehkine ! Can some1 help wala maz3ouj :(,Negative,None
N2ata3et el kahraba fa khefet ykouno assafo cherket el kahraba Bss rje3et chefet eno saret 6:00 pm rtahet👍🏻,Negative,None
N7na Ma shemlna aya she :(,Negative,None
Na22aztine. 3am erjof,Negative,None
na2alna el jara 3al machfa... ba3d ma 3refna chou sar ma3a . bas a3ref bkhaberkon :s,Negative,None
NADAM HAYATI KELLA NADAM MAAAK ENTA AADAM ANA W ENTA SERNA NELTEII AGHRABBBB 🥺🥺 🇱🇧🇹🇷,Negative,None
Nahna aalam w hene aalam bro?,Negative,None
Nahna khayfin aala halna men hek dawle,Negative,None
NAJIIBB ANA BHEBAK KTIR @NajibDagher1,Positive,None
"Najwa karam's new song: ""Ma geltelik ya yomma Batal Yeji 3alena.."" Chou asda tehdidan?",Neutral,None
Nater l attack li ha ysir 😢,Negative,None
Nchala ma bikoun fi Mana 7elwe ba2a nchouf heik machehid la fo2 wla bi aya manta2a,Negative,None
Nchala! Bas khof el tene ykunu sa7abu w da2u atel!,Negative,None
nchallah yemche el hal.. 3m salle la ma ysir chi yefkos el khabrie kella,Negative,None
Ndabe,Negative,None
Ne7na bi wa7ad mich m5alain kif la ysir fi 2 menak 😭😭,Negative,None
Ne7na ktir metseleyin balekeee w huh :p @NatashaSassine,Positive,None
Negative vibes w mtel l 3ade #3_3abid_zgharr #3_3abid_zgharr,Negative,None
nemet ze3lene bs w3it mabsouta la2an hlemet eno sorna kelna chicken nuggets,Negative,None
nes yali 3m t2eli ntebhi 3m yeser2u ktir hal fatra bheb elkon enu eza hada akhad jezdeni ha yredeli yeh shafa2a 3layi w y3tini masari ma3o,Negative,Joke
Neteyej beirut nezloooo Jnoubbb wen ??,Neutral,None
Nhar l tanen anyak nhar bl jem3a kella,Negative,None
nhare baad ma ballash w t3ebet,Negative,None
Niyell el nes eli hodruk el layle w sem3o sawtak el helo❤ Akid walla3ta!!😊 Yeslamle albak♡ Bhebbak❤@zakichreif #زكي_شريف_ولعها_يا_جبلنا,Positive,None
No ktir naasen khayef eghfa w ou3a sayrin 2020.,Negative,Joke
no muhame paula yaacoubian w huwe mukarab men lmojtama3 lmadane ma khaso b ashraf rifi,Neutral,None
no one: my roommate: yi bas tokhlas hal thawra ha aamel shu shatfe w te3zile lal bet,Neutral,None
No this is before thawra I'm just salty 😤,Negative,None
no z3elet,Negative,None
Nobody said enu henee mush gheltaneeen ana akidd akidd doodd hyda shi bas kamen huwe maken lezm ydal we2eff w yba3edd w kholsit,Negative,None
now aam chouf lstories from last night's museums w ktir z3elet kif ma ro7ot smh,Negative,None
Now Di Maria said that he didn t go to manchester for the money ! Chou mn ello ???? Kol 5ara ya kezzeb !,Negative,Foul language
Nshala t2t3 3a kheir,Negative,Saying
Nshalla te7teri2,Negative,None
nshallah ma ysir fine hek ya rab,Negative,None
Nsit t2oul merci ana z3elet,Negative,None
Ntaza3 nhare lyoum ma habbeit,Negative,None
ntebih lyom ma badna ysir fik metel ma sar bi 3idak😂😞,Negative,None
Ntore ta ya3rfo eno b chaher zyede fi ysir arguile la yekhwato,Negative,None
Nzelet Riyad solh today w ktir assbet no way elle aam besir no wayyyyyy,Negative,None
Obama a2wa men Trump,Neutral,None
Oh my God chou awe hal zalame 😂😂😂😂😍😍😍,Positive,None
